subject_id,workflow_id,task,reducer,data.no-there-are-no-jets-in-this-image-sequence,data.aggregation_version,data.yes-there-is-at-least-one-jet-in-this-image-sequence
70440002,18563,T0,question_reducer,,3.6.0,4.0
70440003,18563,T0,question_reducer,,3.6.0,3.0
70440004,18563,T0,question_reducer,,3.6.0,3.0
70440005,18563,T0,question_reducer,2.0,3.6.0,1.0
70440006,18563,T0,question_reducer,3.0,3.6.0,
70440007,18563,T0,question_reducer,,3.6.0,3.0
70440008,18563,T0,question_reducer,,3.6.0,3.0
70440009,18563,T0,question_reducer,,3.6.0,3.0
70440010,18563,T0,question_reducer,,3.6.0,3.0
70440011,18563,T0,question_reducer,,3.6.0,3.0
70440012,18563,T0,question_reducer,1.0,3.6.0,2.0
70440013,18563,T0,question_reducer,,3.6.0,3.0
70440014,18563,T0,question_reducer,,3.6.0,3.0
70440015,18563,T0,question_reducer,,3.6.0,3.0
70440016,18563,T0,question_reducer,1.0,3.6.0,2.0
70440017,18563,T0,question_reducer,1.0,3.6.0,2.0
70440018,18563,T0,question_reducer,1.0,3.6.0,2.0
70440019,18563,T0,question_reducer,,3.6.0,3.0
70440020,18563,T0,question_reducer,1.0,3.6.0,2.0
70440021,18563,T0,question_reducer,3.0,3.6.0,
70440022,18563,T0,question_reducer,,3.6.0,3.0
70440023,18563,T0,question_reducer,3.0,3.6.0,
70440024,18563,T0,question_reducer,1.0,3.6.0,2.0
70440025,18563,T0,question_reducer,2.0,3.6.0,1.0
70440026,18563,T0,question_reducer,,3.6.0,3.0
70440027,18563,T0,question_reducer,2.0,3.6.0,1.0
70440028,18563,T0,question_reducer,2.0,3.6.0,1.0
70440029,18563,T0,question_reducer,3.0,3.6.0,
70440030,18563,T0,question_reducer,2.0,3.6.0,1.0
70440031,18563,T0,question_reducer,2.0,3.6.0,1.0
70440032,18563,T0,question_reducer,2.0,3.6.0,1.0
70440033,18563,T0,question_reducer,2.0,3.6.0,1.0
70440034,18563,T0,question_reducer,2.0,3.6.0,1.0
70440035,18563,T0,question_reducer,,3.6.0,3.0
70440036,18563,T0,question_reducer,1.0,3.6.0,3.0
70440037,18563,T0,question_reducer,2.0,3.6.0,1.0
70440038,18563,T0,question_reducer,2.0,3.6.0,1.0
70440039,18563,T0,question_reducer,1.0,3.6.0,2.0
70440040,18563,T0,question_reducer,1.0,3.6.0,2.0
70440041,18563,T0,question_reducer,1.0,3.6.0,2.0
70440042,18563,T0,question_reducer,1.0,3.6.0,2.0
70440043,18563,T0,question_reducer,,3.6.0,3.0
70440044,18563,T0,question_reducer,2.0,3.6.0,1.0
70440045,18563,T0,question_reducer,2.0,3.6.0,1.0
70440046,18563,T0,question_reducer,3.0,3.6.0,
70440047,18563,T0,question_reducer,1.0,3.6.0,2.0
70440048,18563,T0,question_reducer,,3.6.0,3.0
70440049,18563,T0,question_reducer,,3.6.0,3.0
70440050,18563,T0,question_reducer,2.0,3.6.0,1.0
70440051,18563,T0,question_reducer,1.0,3.6.0,2.0
70440052,18563,T0,question_reducer,2.0,3.6.0,1.0
70440053,18563,T0,question_reducer,3.0,3.6.0,
70440054,18563,T0,question_reducer,3.0,3.6.0,1.0
70440055,18563,T0,question_reducer,3.0,3.6.0,
70440056,18563,T0,question_reducer,3.0,3.6.0,
70440057,18563,T0,question_reducer,3.0,3.6.0,
70440058,18563,T0,question_reducer,3.0,3.6.0,
70440059,18563,T0,question_reducer,,3.6.0,3.0
70440060,18563,T0,question_reducer,3.0,3.6.0,
70440061,18563,T0,question_reducer,2.0,3.6.0,1.0
70440062,18563,T0,question_reducer,1.0,3.6.0,2.0
70440063,18563,T0,question_reducer,1.0,3.6.0,2.0
70440064,18563,T0,question_reducer,2.0,3.6.0,1.0
70440065,18563,T0,question_reducer,1.0,3.6.0,2.0
70440066,18563,T0,question_reducer,1.0,3.6.0,2.0
70440067,18563,T0,question_reducer,,3.6.0,3.0
70440068,18563,T0,question_reducer,1.0,3.6.0,2.0
70440069,18563,T0,question_reducer,1.0,3.6.0,2.0
70440070,18563,T0,question_reducer,2.0,3.6.0,1.0
70440071,18563,T0,question_reducer,3.0,3.6.0,
70440072,18563,T0,question_reducer,3.0,3.6.0,
70440073,18563,T0,question_reducer,3.0,3.6.0,
70440074,18563,T0,question_reducer,3.0,3.6.0,
70440075,18563,T0,question_reducer,2.0,3.6.0,1.0
70440076,18563,T0,question_reducer,3.0,3.6.0,
70440077,18563,T0,question_reducer,2.0,3.6.0,1.0
70440078,18563,T0,question_reducer,2.0,3.6.0,1.0
70440079,18563,T0,question_reducer,2.0,3.6.0,1.0
70440080,18563,T0,question_reducer,3.0,3.6.0,
70440081,18563,T0,question_reducer,3.0,3.6.0,
70440082,18563,T0,question_reducer,2.0,3.6.0,1.0
70440083,18563,T0,question_reducer,2.0,3.6.0,1.0
70440084,18563,T0,question_reducer,2.0,3.6.0,1.0
70440085,18563,T0,question_reducer,3.0,3.6.0,1.0
70440086,18563,T0,question_reducer,2.0,3.6.0,1.0
70440087,18563,T0,question_reducer,3.0,3.6.0,
70440088,18563,T0,question_reducer,,3.6.0,3.0
70440089,18563,T0,question_reducer,1.0,3.6.0,3.0
70440090,18563,T0,question_reducer,1.0,3.6.0,2.0
70440091,18563,T0,question_reducer,2.0,3.6.0,1.0
70440092,18563,T0,question_reducer,3.0,3.6.0,
70440093,18563,T0,question_reducer,4.0,3.6.0,
70440094,18563,T0,question_reducer,3.0,3.6.0,
70440095,18563,T0,question_reducer,3.0,3.6.0,
70440096,18563,T0,question_reducer,2.0,3.6.0,1.0
70440097,18563,T0,question_reducer,3.0,3.6.0,
70440098,18563,T0,question_reducer,2.0,3.6.0,1.0
70440099,18563,T0,question_reducer,3.0,3.6.0,1.0
70440100,18563,T0,question_reducer,3.0,3.6.0,
70440101,18563,T0,question_reducer,1.0,3.6.0,3.0
70440102,18563,T0,question_reducer,1.0,3.6.0,2.0
70440103,18563,T0,question_reducer,1.0,3.6.0,2.0
70440104,18563,T0,question_reducer,3.0,3.6.0,
70440105,18563,T0,question_reducer,2.0,3.6.0,1.0
70440106,18563,T0,question_reducer,3.0,3.6.0,
70440107,18563,T0,question_reducer,3.0,3.6.0,
70440108,18563,T0,question_reducer,2.0,3.6.0,1.0
70440109,18563,T0,question_reducer,3.0,3.6.0,
70440110,18563,T0,question_reducer,3.0,3.6.0,
70440111,18563,T0,question_reducer,3.0,3.6.0,
70440112,18563,T0,question_reducer,3.0,3.6.0,
70440113,18563,T0,question_reducer,2.0,3.6.0,1.0
70440114,18563,T0,question_reducer,3.0,3.6.0,
70440115,18563,T0,question_reducer,3.0,3.6.0,
70440116,18563,T0,question_reducer,,3.6.0,3.0
70440117,18563,T0,question_reducer,1.0,3.6.0,3.0
70440118,18563,T0,question_reducer,,3.6.0,3.0
70440119,18563,T0,question_reducer,3.0,3.6.0,
70440120,18563,T0,question_reducer,2.0,3.6.0,1.0
70440121,18563,T0,question_reducer,3.0,3.6.0,
70440122,18563,T0,question_reducer,3.0,3.6.0,
70440123,18563,T0,question_reducer,3.0,3.6.0,
70440124,18563,T0,question_reducer,3.0,3.6.0,
70440125,18563,T0,question_reducer,3.0,3.6.0,
70440126,18563,T0,question_reducer,1.0,3.6.0,2.0
70440127,18563,T0,question_reducer,3.0,3.6.0,
70440128,18563,T0,question_reducer,3.0,3.6.0,
70440129,18563,T0,question_reducer,3.0,3.6.0,1.0
70440130,18563,T0,question_reducer,3.0,3.6.0,
70440131,18563,T0,question_reducer,3.0,3.6.0,
70440132,18563,T0,question_reducer,1.0,3.6.0,2.0
70440133,18563,T0,question_reducer,2.0,3.6.0,1.0
70440134,18563,T0,question_reducer,3.0,3.6.0,
70440135,18563,T0,question_reducer,3.0,3.6.0,
70440136,18563,T0,question_reducer,3.0,3.6.0,
70440137,18563,T0,question_reducer,3.0,3.6.0,
70440138,18563,T0,question_reducer,3.0,3.6.0,
70440139,18563,T0,question_reducer,3.0,3.6.0,
70440140,18563,T0,question_reducer,2.0,3.6.0,1.0
70440141,18563,T0,question_reducer,3.0,3.6.0,
70440142,18563,T0,question_reducer,3.0,3.6.0,
70440143,18563,T0,question_reducer,3.0,3.6.0,
70440144,18563,T0,question_reducer,3.0,3.6.0,
70440145,18563,T0,question_reducer,3.0,3.6.0,
70440146,18563,T0,question_reducer,2.0,3.6.0,1.0
70440147,18563,T0,question_reducer,3.0,3.6.0,
70440148,18563,T0,question_reducer,3.0,3.6.0,
70440149,18563,T0,question_reducer,3.0,3.6.0,
70440150,18563,T0,question_reducer,1.0,3.6.0,2.0
70440151,18563,T0,question_reducer,2.0,3.6.0,1.0
70440152,18563,T0,question_reducer,2.0,3.6.0,1.0
70440153,18563,T0,question_reducer,3.0,3.6.0,
70440154,18563,T0,question_reducer,3.0,3.6.0,
70440155,18563,T0,question_reducer,4.0,3.6.0,
70440156,18563,T0,question_reducer,3.0,3.6.0,
70440157,18563,T0,question_reducer,3.0,3.6.0,
70440158,18563,T0,question_reducer,2.0,3.6.0,1.0
70440159,18563,T0,question_reducer,2.0,3.6.0,1.0
70440160,18563,T0,question_reducer,3.0,3.6.0,
70440161,18563,T0,question_reducer,3.0,3.6.0,
70440162,18563,T0,question_reducer,3.0,3.6.0,
70440163,18563,T0,question_reducer,2.0,3.6.0,1.0
70440164,18563,T0,question_reducer,3.0,3.6.0,
70440165,18563,T0,question_reducer,3.0,3.6.0,
70440166,18563,T0,question_reducer,2.0,3.6.0,1.0
70440167,18563,T0,question_reducer,4.0,3.6.0,
70440168,18563,T0,question_reducer,3.0,3.6.0,
70440169,18563,T0,question_reducer,3.0,3.6.0,
70440170,18563,T0,question_reducer,3.0,3.6.0,
70440171,18563,T0,question_reducer,3.0,3.6.0,
70440172,18563,T0,question_reducer,3.0,3.6.0,
70440173,18563,T0,question_reducer,3.0,3.6.0,
70440174,18563,T0,question_reducer,3.0,3.6.0,
70440175,18563,T0,question_reducer,4.0,3.6.0,
70440176,18563,T0,question_reducer,3.0,3.6.0,
70440177,18563,T0,question_reducer,3.0,3.6.0,
70440178,18563,T0,question_reducer,3.0,3.6.0,
70440179,18563,T0,question_reducer,1.0,3.6.0,2.0
70440180,18563,T0,question_reducer,3.0,3.6.0,
70440181,18563,T0,question_reducer,3.0,3.6.0,
70440182,18563,T0,question_reducer,3.0,3.6.0,
70440183,18563,T0,question_reducer,3.0,3.6.0,
70440184,18563,T0,question_reducer,3.0,3.6.0,
70440185,18563,T0,question_reducer,3.0,3.6.0,
70440186,18563,T0,question_reducer,3.0,3.6.0,
70440187,18563,T0,question_reducer,3.0,3.6.0,
70440188,18563,T0,question_reducer,4.0,3.6.0,
70440189,18563,T0,question_reducer,3.0,3.6.0,
70440190,18563,T0,question_reducer,4.0,3.6.0,
70440191,18563,T0,question_reducer,3.0,3.6.0,
70440192,18563,T0,question_reducer,3.0,3.6.0,
70440193,18563,T0,question_reducer,2.0,3.6.0,1.0
70440194,18563,T0,question_reducer,3.0,3.6.0,
70440195,18563,T0,question_reducer,3.0,3.6.0,
70440196,18563,T0,question_reducer,3.0,3.6.0,
70440197,18563,T0,question_reducer,1.0,3.6.0,2.0
70440198,18563,T0,question_reducer,3.0,3.6.0,
70440199,18563,T0,question_reducer,2.0,3.6.0,1.0
70440200,18563,T0,question_reducer,3.0,3.6.0,
70440201,18563,T0,question_reducer,3.0,3.6.0,
70440202,18563,T0,question_reducer,4.0,3.6.0,
70440203,18563,T0,question_reducer,4.0,3.6.0,
70440204,18563,T0,question_reducer,3.0,3.6.0,1.0
70440205,18563,T0,question_reducer,2.0,3.6.0,2.0
70440206,18563,T0,question_reducer,3.0,3.6.0,
70440207,18563,T0,question_reducer,3.0,3.6.0,
70440208,18563,T0,question_reducer,3.0,3.6.0,
70440209,18563,T0,question_reducer,3.0,3.6.0,
70440210,18563,T0,question_reducer,4.0,3.6.0,
70440211,18563,T0,question_reducer,3.0,3.6.0,
70440212,18563,T0,question_reducer,4.0,3.6.0,
70440213,18563,T0,question_reducer,2.0,3.6.0,1.0
70440214,18563,T0,question_reducer,3.0,3.6.0,
70440215,18563,T0,question_reducer,1.0,3.6.0,2.0
70440216,18563,T0,question_reducer,3.0,3.6.0,
70440217,18563,T0,question_reducer,3.0,3.6.0,
70440218,18563,T0,question_reducer,2.0,3.6.0,1.0
70440219,18563,T0,question_reducer,3.0,3.6.0,
70440220,18563,T0,question_reducer,4.0,3.6.0,
70440221,18563,T0,question_reducer,2.0,3.6.0,1.0
70440222,18563,T0,question_reducer,3.0,3.6.0,
70440223,18563,T0,question_reducer,1.0,3.6.0,2.0
70440224,18563,T0,question_reducer,2.0,3.6.0,1.0
70440225,18563,T0,question_reducer,3.0,3.6.0,
70440226,18563,T0,question_reducer,2.0,3.6.0,1.0
70440227,18563,T0,question_reducer,3.0,3.6.0,
70440228,18563,T0,question_reducer,1.0,3.6.0,2.0
70440229,18563,T0,question_reducer,3.0,3.6.0,
70440230,18563,T0,question_reducer,3.0,3.6.0,
70440231,18563,T0,question_reducer,3.0,3.6.0,
70440232,18563,T0,question_reducer,2.0,3.6.0,1.0
70440233,18563,T0,question_reducer,3.0,3.6.0,
70440234,18563,T0,question_reducer,3.0,3.6.0,
70440235,18563,T0,question_reducer,4.0,3.6.0,
70440236,18563,T0,question_reducer,3.0,3.6.0,
70440237,18563,T0,question_reducer,3.0,3.6.0,
70440238,18563,T0,question_reducer,2.0,3.6.0,1.0
70440239,18563,T0,question_reducer,3.0,3.6.0,
70440240,18563,T0,question_reducer,3.0,3.6.0,
70440241,18563,T0,question_reducer,2.0,3.6.0,1.0
70440242,18563,T0,question_reducer,3.0,3.6.0,
70440243,18563,T0,question_reducer,3.0,3.6.0,
70440244,18563,T0,question_reducer,3.0,3.6.0,
70440245,18563,T0,question_reducer,2.0,3.6.0,1.0
70440246,18563,T0,question_reducer,4.0,3.6.0,
70440247,18563,T0,question_reducer,3.0,3.6.0,
70440248,18563,T0,question_reducer,3.0,3.6.0,
70440249,18563,T0,question_reducer,3.0,3.6.0,
70440250,18563,T0,question_reducer,2.0,3.6.0,1.0
70440251,18563,T0,question_reducer,1.0,3.6.0,2.0
70440252,18563,T0,question_reducer,3.0,3.6.0,
70440253,18563,T0,question_reducer,2.0,3.6.0,1.0
70440254,18563,T0,question_reducer,,3.6.0,3.0
70440255,18563,T0,question_reducer,3.0,3.6.0,
70440256,18563,T0,question_reducer,3.0,3.6.0,
70440257,18563,T0,question_reducer,3.0,3.6.0,
70440258,18563,T0,question_reducer,3.0,3.6.0,
70440259,18563,T0,question_reducer,3.0,3.6.0,
70440260,18563,T0,question_reducer,3.0,3.6.0,1.0
70440261,18563,T0,question_reducer,1.0,3.6.0,2.0
70440262,18563,T0,question_reducer,3.0,3.6.0,
70440263,18563,T0,question_reducer,2.0,3.6.0,2.0
70440264,18563,T0,question_reducer,1.0,3.6.0,2.0
70440265,18563,T0,question_reducer,2.0,3.6.0,1.0
70440266,18563,T0,question_reducer,2.0,3.6.0,1.0
70440267,18563,T0,question_reducer,2.0,3.6.0,1.0
70440268,18563,T0,question_reducer,4.0,3.6.0,
70440269,18563,T0,question_reducer,2.0,3.6.0,1.0
70440270,18563,T0,question_reducer,2.0,3.6.0,1.0
70440271,18563,T0,question_reducer,2.0,3.6.0,1.0
70440272,18563,T0,question_reducer,3.0,3.6.0,
70440273,18563,T0,question_reducer,2.0,3.6.0,1.0
70440274,18563,T0,question_reducer,2.0,3.6.0,1.0
70440275,18563,T0,question_reducer,2.0,3.6.0,1.0
70440276,18563,T0,question_reducer,2.0,3.6.0,1.0
70440277,18563,T0,question_reducer,3.0,3.6.0,
70440278,18563,T0,question_reducer,3.0,3.6.0,
70440279,18563,T0,question_reducer,2.0,3.6.0,1.0
70440280,18563,T0,question_reducer,3.0,3.6.0,
70440281,18563,T0,question_reducer,3.0,3.6.0,
70440282,18563,T0,question_reducer,3.0,3.6.0,
70440283,18563,T0,question_reducer,3.0,3.6.0,
70440284,18563,T0,question_reducer,2.0,3.6.0,1.0
70440285,18563,T0,question_reducer,3.0,3.6.0,
70440286,18563,T0,question_reducer,3.0,3.6.0,
70440287,18563,T0,question_reducer,3.0,3.6.0,
70440288,18563,T0,question_reducer,3.0,3.6.0,
70440289,18563,T0,question_reducer,4.0,3.6.0,
70440290,18563,T0,question_reducer,3.0,3.6.0,
70440291,18563,T0,question_reducer,3.0,3.6.0,
70440292,18563,T0,question_reducer,3.0,3.6.0,
70440293,18563,T0,question_reducer,3.0,3.6.0,
70440294,18563,T0,question_reducer,2.0,3.6.0,1.0
70440295,18563,T0,question_reducer,4.0,3.6.0,
70440296,18563,T0,question_reducer,3.0,3.6.0,1.0
70440297,18563,T0,question_reducer,2.0,3.6.0,1.0
70440298,18563,T0,question_reducer,3.0,3.6.0,
70440299,18563,T0,question_reducer,3.0,3.6.0,
70440300,18563,T0,question_reducer,3.0,3.6.0,
70440301,18563,T0,question_reducer,3.0,3.6.0,
70440302,18563,T0,question_reducer,2.0,3.6.0,1.0
70440303,18563,T0,question_reducer,2.0,3.6.0,1.0
70440304,18563,T0,question_reducer,2.0,3.6.0,1.0
70440305,18563,T0,question_reducer,3.0,3.6.0,2.0
70440306,18563,T0,question_reducer,3.0,3.6.0,
70440307,18563,T0,question_reducer,2.0,3.6.0,1.0
70440308,18563,T0,question_reducer,2.0,3.6.0,1.0
70440309,18563,T0,question_reducer,4.0,3.6.0,1.0
70440310,18563,T0,question_reducer,3.0,3.6.0,
70440311,18563,T0,question_reducer,2.0,3.6.0,1.0
70440312,18563,T0,question_reducer,3.0,3.6.0,
70440313,18563,T0,question_reducer,3.0,3.6.0,
70440314,18563,T0,question_reducer,3.0,3.6.0,
70440315,18563,T0,question_reducer,1.0,3.6.0,2.0
70440316,18563,T0,question_reducer,2.0,3.6.0,1.0
70440317,18563,T0,question_reducer,3.0,3.6.0,
70440318,18563,T0,question_reducer,2.0,3.6.0,1.0
70440319,18563,T0,question_reducer,3.0,3.6.0,
70440320,18563,T0,question_reducer,3.0,3.6.0,
70440321,18563,T0,question_reducer,3.0,3.6.0,
70440322,18563,T0,question_reducer,3.0,3.6.0,
70440323,18563,T0,question_reducer,3.0,3.6.0,
70440324,18563,T0,question_reducer,3.0,3.6.0,
70440325,18563,T0,question_reducer,3.0,3.6.0,
70440326,18563,T0,question_reducer,3.0,3.6.0,
70440327,18563,T0,question_reducer,2.0,3.6.0,1.0
70440328,18563,T0,question_reducer,4.0,3.6.0,
70440329,18563,T0,question_reducer,2.0,3.6.0,1.0
70440330,18563,T0,question_reducer,3.0,3.6.0,1.0
70440331,18563,T0,question_reducer,3.0,3.6.0,
70440332,18563,T0,question_reducer,4.0,3.6.0,
70440333,18563,T0,question_reducer,2.0,3.6.0,1.0
70440334,18563,T0,question_reducer,3.0,3.6.0,
70440335,18563,T0,question_reducer,3.0,3.6.0,
70440336,18563,T0,question_reducer,3.0,3.6.0,
70440337,18563,T0,question_reducer,3.0,3.6.0,
70440338,18563,T0,question_reducer,4.0,3.6.0,
70440339,18563,T0,question_reducer,3.0,3.6.0,
70440340,18563,T0,question_reducer,3.0,3.6.0,
70440341,18563,T0,question_reducer,4.0,3.6.0,
70440342,18563,T0,question_reducer,3.0,3.6.0,
70440343,18563,T0,question_reducer,3.0,3.6.0,
70440344,18563,T0,question_reducer,2.0,3.6.0,1.0
70440345,18563,T0,question_reducer,3.0,3.6.0,
70440346,18563,T0,question_reducer,4.0,3.6.0,
70440347,18563,T0,question_reducer,2.0,3.6.0,1.0
70440348,18563,T0,question_reducer,3.0,3.6.0,
70440349,18563,T0,question_reducer,3.0,3.6.0,
70440350,18563,T0,question_reducer,3.0,3.6.0,
70440351,18563,T0,question_reducer,3.0,3.6.0,
70440352,18563,T0,question_reducer,3.0,3.6.0,
70440353,18563,T0,question_reducer,3.0,3.6.0,
70440354,18563,T0,question_reducer,3.0,3.6.0,
70440355,18563,T0,question_reducer,4.0,3.6.0,
70440356,18563,T0,question_reducer,4.0,3.6.0,
70440357,18563,T0,question_reducer,3.0,3.6.0,1.0
70440358,18563,T0,question_reducer,2.0,3.6.0,1.0
70440359,18563,T0,question_reducer,2.0,3.6.0,1.0
70440360,18563,T0,question_reducer,3.0,3.6.0,
70440361,18563,T0,question_reducer,3.0,3.6.0,
70440362,18563,T0,question_reducer,3.0,3.6.0,
70440363,18563,T0,question_reducer,3.0,3.6.0,
70440364,18563,T0,question_reducer,3.0,3.6.0,
70440365,18563,T0,question_reducer,2.0,3.6.0,1.0
70440366,18563,T0,question_reducer,3.0,3.6.0,
70440367,18563,T0,question_reducer,3.0,3.6.0,
70440368,18563,T0,question_reducer,2.0,3.6.0,1.0
70440369,18563,T0,question_reducer,3.0,3.6.0,
70440370,18563,T0,question_reducer,2.0,3.6.0,1.0
70440371,18563,T0,question_reducer,2.0,3.6.0,1.0
70440372,18563,T0,question_reducer,5.0,3.6.0,1.0
70440373,18563,T0,question_reducer,2.0,3.6.0,1.0
70440374,18563,T0,question_reducer,2.0,3.6.0,1.0
70440375,18563,T0,question_reducer,2.0,3.6.0,1.0
70440376,18563,T0,question_reducer,2.0,3.6.0,1.0
70440377,18563,T0,question_reducer,2.0,3.6.0,1.0
70440378,18563,T0,question_reducer,3.0,3.6.0,1.0
70440379,18563,T0,question_reducer,3.0,3.6.0,1.0
70440380,18563,T0,question_reducer,1.0,3.6.0,2.0
70440381,18563,T0,question_reducer,4.0,3.6.0,
70440382,18563,T0,question_reducer,4.0,3.6.0,
70440383,18563,T0,question_reducer,3.0,3.6.0,
70440384,18563,T0,question_reducer,3.0,3.6.0,
70440385,18563,T0,question_reducer,3.0,3.6.0,
70440386,18563,T0,question_reducer,4.0,3.6.0,1.0
70440387,18563,T0,question_reducer,3.0,3.6.0,
70440388,18563,T0,question_reducer,3.0,3.6.0,
70440389,18563,T0,question_reducer,3.0,3.6.0,
70440390,18563,T0,question_reducer,3.0,3.6.0,
70440391,18563,T0,question_reducer,3.0,3.6.0,
70440392,18563,T0,question_reducer,3.0,3.6.0,
70440393,18563,T0,question_reducer,3.0,3.6.0,
70440394,18563,T0,question_reducer,3.0,3.6.0,
70440395,18563,T0,question_reducer,1.0,3.6.0,2.0
70440396,18563,T0,question_reducer,2.0,3.6.0,1.0
70440397,18563,T0,question_reducer,3.0,3.6.0,1.0
70440398,18563,T0,question_reducer,1.0,3.6.0,2.0
70440399,18563,T0,question_reducer,2.0,3.6.0,1.0
70440400,18563,T0,question_reducer,3.0,3.6.0,
70440401,18563,T0,question_reducer,3.0,3.6.0,1.0
70440402,18563,T0,question_reducer,3.0,3.6.0,
70440403,18563,T0,question_reducer,2.0,3.6.0,1.0
70440404,18563,T0,question_reducer,3.0,3.6.0,
70440405,18563,T0,question_reducer,3.0,3.6.0,
70440406,18563,T0,question_reducer,2.0,3.6.0,1.0
70440407,18563,T0,question_reducer,3.0,3.6.0,
70440408,18563,T0,question_reducer,4.0,3.6.0,
70440409,18563,T0,question_reducer,3.0,3.6.0,
70440410,18563,T0,question_reducer,2.0,3.6.0,1.0
70440411,18563,T0,question_reducer,3.0,3.6.0,
70440412,18563,T0,question_reducer,3.0,3.6.0,
70440413,18563,T0,question_reducer,3.0,3.6.0,
70440414,18563,T0,question_reducer,2.0,3.6.0,1.0
70440415,18563,T0,question_reducer,5.0,3.6.0,2.0
70440416,18563,T0,question_reducer,3.0,3.6.0,
70440417,18563,T0,question_reducer,3.0,3.6.0,
70440418,18563,T0,question_reducer,1.0,3.6.0,2.0
70440419,18563,T0,question_reducer,3.0,3.6.0,1.0
70440420,18563,T0,question_reducer,1.0,3.6.0,2.0
70440421,18563,T0,question_reducer,1.0,3.6.0,2.0
70440422,18563,T0,question_reducer,,3.6.0,3.0
70440423,18563,T0,question_reducer,3.0,3.6.0,
70440424,18563,T0,question_reducer,2.0,3.6.0,2.0
70440425,18563,T0,question_reducer,2.0,3.6.0,1.0
70440426,18563,T0,question_reducer,2.0,3.6.0,1.0
70440427,18563,T0,question_reducer,3.0,3.6.0,
70440428,18563,T0,question_reducer,1.0,3.6.0,2.0
70440429,18563,T0,question_reducer,,3.6.0,3.0
70440430,18563,T0,question_reducer,3.0,3.6.0,
70440431,18563,T0,question_reducer,2.0,3.6.0,3.0
70440432,18563,T0,question_reducer,2.0,3.6.0,1.0
70440433,18563,T0,question_reducer,1.0,3.6.0,2.0
70440434,18563,T0,question_reducer,4.0,3.6.0,
70440435,18563,T0,question_reducer,1.0,3.6.0,2.0
70440436,18563,T0,question_reducer,1.0,3.6.0,2.0
70440437,18563,T0,question_reducer,2.0,3.6.0,1.0
70440438,18563,T0,question_reducer,3.0,3.6.0,
70440439,18563,T0,question_reducer,3.0,3.6.0,
70440440,18563,T0,question_reducer,1.0,3.6.0,2.0
70440441,18563,T0,question_reducer,3.0,3.6.0,
70440442,18563,T0,question_reducer,2.0,3.6.0,1.0
70440443,18563,T0,question_reducer,3.0,3.6.0,
70440444,18563,T0,question_reducer,3.0,3.6.0,
70440445,18563,T0,question_reducer,3.0,3.6.0,
70440446,18563,T0,question_reducer,3.0,3.6.0,
70440447,18563,T0,question_reducer,4.0,3.6.0,
70440448,18563,T0,question_reducer,1.0,3.6.0,2.0
70440449,18563,T0,question_reducer,3.0,3.6.0,
70440450,18563,T0,question_reducer,3.0,3.6.0,
70440451,18563,T0,question_reducer,3.0,3.6.0,
70440452,18563,T0,question_reducer,,3.6.0,3.0
70440453,18563,T0,question_reducer,,3.6.0,4.0
70440454,18563,T0,question_reducer,,3.6.0,3.0
70440455,18563,T0,question_reducer,2.0,3.6.0,1.0
70440456,18563,T0,question_reducer,2.0,3.6.0,1.0
70440457,18563,T0,question_reducer,2.0,3.6.0,1.0
70440458,18563,T0,question_reducer,2.0,3.6.0,1.0
70440459,18563,T0,question_reducer,2.0,3.6.0,1.0
70440460,18563,T0,question_reducer,2.0,3.6.0,2.0
70440461,18563,T0,question_reducer,3.0,3.6.0,
70440462,18563,T0,question_reducer,2.0,3.6.0,1.0
70440463,18563,T0,question_reducer,3.0,3.6.0,
70440464,18563,T0,question_reducer,3.0,3.6.0,
70440465,18563,T0,question_reducer,3.0,3.6.0,
70440466,18563,T0,question_reducer,3.0,3.6.0,2.0
70440467,18563,T0,question_reducer,2.0,3.6.0,2.0
70440468,18563,T0,question_reducer,1.0,3.6.0,2.0
70440469,18563,T0,question_reducer,3.0,3.6.0,
70440470,18563,T0,question_reducer,,3.6.0,3.0
70440471,18563,T0,question_reducer,1.0,3.6.0,2.0
70440472,18563,T0,question_reducer,2.0,3.6.0,1.0
70440473,18563,T0,question_reducer,,3.6.0,3.0
70440474,18563,T0,question_reducer,3.0,3.6.0,
70440475,18563,T0,question_reducer,3.0,3.6.0,
70440476,18563,T0,question_reducer,3.0,3.6.0,
70440477,18563,T0,question_reducer,3.0,3.6.0,
70440478,18563,T0,question_reducer,2.0,3.6.0,1.0
70440479,18563,T0,question_reducer,3.0,3.6.0,
70440480,18563,T0,question_reducer,2.0,3.6.0,1.0
70440481,18563,T0,question_reducer,2.0,3.6.0,1.0
70440482,18563,T0,question_reducer,2.0,3.6.0,2.0
70440483,18563,T0,question_reducer,2.0,3.6.0,1.0
70440484,18563,T0,question_reducer,1.0,3.6.0,2.0
70440485,18563,T0,question_reducer,3.0,3.6.0,
70440486,18563,T0,question_reducer,2.0,3.6.0,1.0
70440487,18563,T0,question_reducer,3.0,3.6.0,
70440488,18563,T0,question_reducer,3.0,3.6.0,
70440489,18563,T0,question_reducer,4.0,3.6.0,
70440490,18563,T0,question_reducer,2.0,3.6.0,1.0
70440491,18563,T0,question_reducer,2.0,3.6.0,1.0
70440492,18563,T0,question_reducer,3.0,3.6.0,
70440493,18563,T0,question_reducer,,3.6.0,3.0
70440494,18563,T0,question_reducer,4.0,3.6.0,
